@relation 'traindata2-weka.filters.unsupervised.attribute.Remove-R3-4,8-9-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R3'

@attribute senteces string
@attribute fox string
@attribute foxsc numeric

@data
'Carol Lynn Meylan and Russel Edward Caflisch were married Jan. 2 at the Manhattan Marriage Bureau ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://aksw.org/notinwiki/RusselEdwardCaflisch>        rdfs:label  \"Russel Edward Caflisch\" .<http://aksw.org/notinwiki/CarolLynnMeylan>        rdfs:label  \"Carol Lynn Meylan\" ;        dbo:spouse  <http://aksw.org/notinwiki/RusselEdwardCaflisch> .<http://dbpedia.org/resource/Manhattan_Marriage_Bureau>        rdfs:label  \"Manhattan Marriage Bureau\" . ',50
'Veteran actress Dimple Kapadias nephew and producer-entrepreneur Twinkle Khannas cousin Karan Kapadia is set to make his Bollywood debut with Tony D Souza and Vishal Ranas upcoming yet-untitled film ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://aksw.org/notinwiki/VishalRanas>        rdfs:label  \"Vishal Ranas\" .<http://dbpedia.org/resource/Tony_D\%27Souza>        rdfs:label  \"Tony D Souza\" .<http://aksw.org/notinwiki/KaranKapadia>        rdfs:label  \"Karan Kapadia\" . ',0
'In 1971. McDonald\'s settled its global headquarters in Oak Brook. a Chicago suburb with fewer than 8.000 people ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://aksw.org/notinwiki/McDonald>        rdfs:label  \"McDonald\" .<http://aksw.org/notinwiki/OakBrook>        rdfs:label  \"Oak Brook\" .<http://dbpedia.org/resource/Chicago>        rdfs:label  \"Chicago\" . ',20
'It was a family affair at the Louis Vuitton menswear show in Paris today. Victoria Beckham joined husband David Beckham and their eldest son Brooklyn Beckham to take in Kim Jones\' final collection for the French house ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Louis_Vuitton>        rdfs:label  \"Louis Vuitton\" .<http://dbpedia.org/resource/Kim_Jones_\%28designer\%29>        rdfs:label  \"Kim Jones\" .<http://dbpedia.org/resource/Victoria_Beckham>        rdfs:label  \"Victoria Beckham\" .<http://dbpedia.org/resource/David_Beckham>        rdfs:label  \"David Beckham\" . \"Brooklyn Beckham\" .<http://dbpedia.org/resource/Paris>        rdfs:label  \"Paris\" . ',26.67
'Former member of Pussycat Dolls claims band was a prostitution ring. Kaya Jones claims the Pussycat Dolls were operated as a prostitution ring during her time in the group ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/The_Pussycat_Dolls>        rdfs:label  \"Pussycat Dolls\" .<http://dbpedia.org/resource/Kaya_Jones>        rdfs:label  \"Kaya Jones\" . ',33.33
'Along with Delhi and Jaipur. Agra forms the Golden Triangle of tourism in India ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Agra>        rdfs:label  \"Agra\" .<http://dbpedia.org/resource/Jaipur>        rdfs:label  \"Jaipur\" .<http://dbpedia.org/resource/Delhi>        rdfs:label  \"Delhi\" .<http://dbpedia.org/resource/India>        rdfs:label  \"India\" . ',33.33
'Pope Francis tells of anguish as relatives die in Argentina car crash. Two great-nephews and their mother killed on Cordoba-Rosario highway. while nephew Emanuel Bergogolio in critical condition ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Argentina>        rdfs:label  \"Argentina\" .<http://aksw.org/notinwiki/Cordoba-Rosario>        rdfs:label  \"Cordoba-Rosario\" .<http://aksw.org/notinwiki/EmanuelBergogolio>        rdfs:label  \"Emanuel Bergogolio\" .<http://dbpedia.org/resource/Pope_Francis>        rdfs:label  \"Pope Francis\" . ',33.33
'The many fields of expertise of this leading global technology player are concentrated in the Siemens Headquarters building in munich ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://aksw.org/notinwiki/SiemensHeadquarters>        rdfs:label  \"Siemens Headquarters\" . ',0
'Serbias conservative leader sworn in as president. Conservative politician Aleksandar Vucic was sworn in as Serbian president ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Aleksandar_Vu\%C4\%8Di\%C4\%87>        rdfs:label  \"Aleksandar Vucic\" . ',33.33
'Performing live is fun: Mohan of Agnee ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Agnee_\%281988_film\%29>        rdfs:label  \"Agnee\" .<http://dbpedia.org/resource/Manmohan_Singh>        rdfs:label  \"Mohan\" . ',33.33
'Facebook founder and CEO Mark Zuckerberg announced the shift in the configuration of the News Feed on Thursday. saying it would reduce engagement by users at first but would lead to their improved well-being ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Mark_Zuckerberg>        rdfs:label  \"Mark Zuckerberg\" .<http://dbpedia.org/resource/Facebook>        rdfs:label  \"Facebook\" . ',33.33
'the Department of Defense is working through appropriate channels and in accordance with all applicable legal requirements in order to acquire a limited amount of leased space in Trump Tower ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/United_States_Department_of_Defense>        rdfs:label  \"Department of Defense\" .<http://dbpedia.org/resource/Trump_International_Hotel_and_Tower_\%28Chicago\%29>        rdfs:label  \"Trump Tower\" . ',33.33
'Doddaullarathi Kariappa. a farmer leader in Challakere. Chitradurga. said the district has been reeling under drought for nine consecu tive years ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://aksw.org/notinwiki/DoddaullarathiKariappa>        rdfs:label  \"Doddaullarathi Kariappa\" .<http://dbpedia.org/resource/Chitradurga>        rdfs:label  \"Chitradurga\" .<http://dbpedia.org/resource/Challakere>        rdfs:label  \"Challakere\" . ',33.33
'Donald J. Trump is the 45th President of the United States. He believes the United States has incredible potential and will go on to exceed anything that it has achieved in the past ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/United_States>        rdfs:label  \"United States\" .<http://dbpedia.org/resource/Donald_Trump>        rdfs:label  \"Donald J. Trump\" . ',33.33
'Knowledge Services and Dotstaff is incredibly happy to be a part of this wonderful community. said Joe Bielawski. the president of Knowledge Services ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://aksw.org/notinwiki/KnowledgeServices>        rdfs:label  \"Knowledge Services\" .<http://aksw.org/notinwiki/JoeBielawski>        rdfs:label  \"Joe Bielawski\" . ',33.33
'Tata Motors will merge its automotive component-making subsidiary TML Drivelines with itself. according to a filing with the stock markets on Tuesday ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Tata_Motors>        rdfs:label  \"Tata Motors\" .<http://aksw.org/notinwiki/TMLDrivelines>        rdfs:label  \"TML Drivelines\" . ',33.33
'John Panozzo is the only drummer Styx has ever had; Styx is the only band Panozzo has ever worked with professionally ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/John_Panozzo>        rdfs:label  \"John Panozzo\" .<http://dbpedia.org/resource/Styx>        rdfs:label  \"Styx\" .<http://aksw.org/notinwiki/Panozzo>        rdfs:label  \"Panozzo\" . ',33.33
'When V. Narayan registered at the Maruthi College of Engineering (MCE) in Chittoor district in 1983. the year it opened its impressive doors. he thought his future was secure. With the affiliation of the college to the International University IU at Missouri in the US. Narayan had visions of completing his education with a fancy foreign degree ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Missouri>        rdfs:label  \"Missouri\" .<http://aksw.org/notinwiki/V.Narayan>        rdfs:label  \"V. Narayan\" .<http://aksw.org/notinwiki/MaruthiCollegeofEngineering>        rdfs:label  \"Maruthi College of Engineering\" .<http://dbpedia.org/resource/Firestarter_\%28The_Prodigy_song\%29>        rdfs:label  \"Narayan\" .<http://aksw.org/notinwiki/InternationalUniversityIU>        rdfs:label  \"International University IU\" .<http://dbpedia.org/resource/Chittoor\%2C_Andhra_Pradesh>        rdfs:label  \"Chittoor\" .<http://aksw.org/notinwiki/US>        rdfs:label  \"US\" . ',25
'Cousins Anthony Carrino and John Colaneri use their contracting skills to transform people\'s homes while they are whisked away on a short trip ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://aksw.org/notinwiki/AnthonyCarrino>        rdfs:label  \"Anthony Carrino\" .<http://aksw.org/notinwiki/JohnColaneri>        rdfs:label  \"John Colaneri\" . ',0
'Carolee Bull. head of the Department of Plant Pathology and Environmental Microbiology in Penn State\'s College of Agricultural Sciences. recently was recognized by her alma mater. Ohio University. for her professional achievements ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://aksw.org/notinwiki/DepartmentofPlantPathologyandEnvironmentalMicrobiology>        rdfs:label  \"Department of Plant Pathology and Environmental Microbiology\" .<http://dbpedia.org/resource/Ohio_University>        rdfs:label  \"Ohio University\" .<http://aksw.org/notinwiki/CaroleeBull>        rdfs:label  \"Carolee Bull\" .<http://aksw.org/notinwiki/PennStatesCollegeofAgriculturalSciences>        rdfs:label  \"Penn State s College of Agricultural Sciences\" . ',33.33
'When Arsene Wenger was appointed as Arsenal manager on 1 October 1996 from Japanese club Nagoya Grampus Eight he was an unknown entity to many Arsenal fans. but that is not the case anymore after a hugely successful tenure as the clubs longest serving manager ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Arsenal>        rdfs:label  \"Arsenal\" .<http://dbpedia.org/resource/Ars\%C3\%A8ne_Wenger>        rdfs:label       \"Arsene Wenger\" ;        dbo:employer     <http://dbpedia.org/resource/Arsenal> ;        dbo:knownFor     <http://dbpedia.org/resource/Arsenal> ;        dbo:predecessor  <http://dbpedia.org/resource/Arsenal> ;        dbo:religion     <http://dbpedia.org/resource/Arsenal> ;        dbo:successor    <http://dbpedia.org/resource/Arsenal> . ',50
'Mukesh and Nita Ambani\'s youngest son Anant Ambani. who became a victim of online trolls because of his weight. has hogged the limelight again and this time because of his speech ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Mukesh_Ambani>        rdfs:label  \"Mukesh\" .<http://aksw.org/notinwiki/AnantAmbani>        rdfs:label  \"Anant Ambani\" .<http://dbpedia.org/resource/Nita_Ambani>        rdfs:label  \"Nita Ambani\" . ',22.22
'Former Indian president APJ Abdul Kalam. who was pivotal in the countrys nuclear weapons program. died Monday in northeastern India ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/India>        rdfs:label  \"India\" .<http://dbpedia.org/resource/A._P._J._Abdul_Kalam>        rdfs:label  \"Abdul Kalam\" . ',33.33
